timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
102,0,0.0,0.0,0.0,-1214.5090494899137,10,-12151295.7,3462.3774,1.2760549016355639e-07,2640084.6,True,0.220797462,0.39972300980468756,3.828164704906691e-08
170,0,0.0,0.0,0.0,-1046.2368654051097,11,-10468196.7,38825.715,-3.664067308330631e-07,3802974.6,True,0.185910762,0.3968939428125,-1.0992201924991892e-07
238,0,0.0,0.0,0.0,-1124.522950667307,20,-11250321.9,73360.85,-3.727261717047468e-08,6163059.6,True,0.11510821200000002,0.39413113187500004,-1.1181785151142403e-08
306,0,0.0,0.0,0.0,-1082.272543184927,11,-10828555.1,527.25006,-3.664067308330631e-07,3899696.5,True,0.18300910499999998,0.3999578199951172,-1.0992201924991892e-07
408,0,0.0,0.0,0.0,-1235.7237752606193,7,-12363436.2,18216.162,1.9116463524446848e-07,2623267.5,True,0.221301975,0.39854270703125,5.734939057334054e-08
510,0,0.0,0.0,0.0,-1251.711770943796,10,-12523276.8,527.25006,2.2403036548552096e-07,2801627.7,True,0.215951169,0.3999578199951172,6.720910964565628e-08
578,0,0.0,0.0,0.0,-1032.1430428437084,16,-10327008.8,2062.1118,-1.4921014094110276e-07,4733261.0,True,0.15800217,0.39983503105468754,-4.476304228233083e-08
680,0,0.0,0.0,0.0,-1228.6430277306554,11,-12292628.0,527.25006,1.9116463524446848e-07,2672853.6,True,0.219814392,0.3999578199951172,5.734939057334054e-08
782,0,0.0,0.0,0.0,-1194.521237094949,9,-11951449.3,831.62085,3.2397060899103326e-08,2541352.5,True,0.22375942499999998,0.39993347033203125,9.719118269730997e-09
884,0,0.0,0.0,0.0,-1284.6979104332859,13,-12852793.1,527.25006,3.2397060899103326e-08,3951942.1,True,0.181441737,0.3999578199951172,9.719118269730997e-09
986,0,0.0,0.0,0.0,-1256.3842135519117,11,-12569888.7,527.25006,-3.1968923758401864e-07,3176709.2,True,0.20469872399999997,0.3999578199951172,-9.590677127520559e-08
1088,0,0.0,0.0,0.0,-1415.9871789930057,13,-14165542.8,573.4402,2.2403036548552096e-07,4428439.5,True,0.167146815,0.3999541247851563,6.720910964565628e-08
1190,0,0.0,0.0,0.0,-1346.1450347871157,11,-13467329.9,1607.0808,1.9116463524446848e-07,3730542.6,True,0.188083722,0.3998714335351563,5.734939057334054e-08
1258,0,0.0,0.0,0.0,-1000.9566236877316,17,-10015063.0,9629.89,2.2146746067014045e-07,4985112.1,True,0.150446637,0.399229608828125,6.644023820104213e-08
