timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
86,0,0.0,0.0,0.0,0.0,1,-10021851.0,24139.586,3.2397060899103326e-08,125056.0,True,0.3291648,0.33016557277490693,0.0
154,0,0.0,0.0,0.0,0.0,1,-10034678.399999999,229206.45,1.4672357737607234e-07,232370.0,True,0.32558766666666666,0.301478810608387,0.0
238,0,0.0,0.0,0.0,0.0,1,-10457895.7,28029.244,1.9116463524446848e-07,880752.6,True,0.3039749133333333,0.3293015969296296,1.282987267708801e-07
306,0,0.0,0.0,0.0,0.0,1,-10012052.299999999,15420.566,-1.4921014094110276e-07,193296.5,True,0.3268901166666667,0.33111237517247594,0.0
369,0,0.0,0.0,0.0,0.0,1,-10051763.6,2213.568,1.4672357737607234e-07,483930.0,True,0.3172023333333333,0.3330256973276846,0.0
453,0,0.0,0.0,0.0,0.0,1,-10579910.2,31416.635,-3.1968923758401864e-07,667758.0,True,0.3110747333333333,0.3287630882114172,0.0
512,0,0.0,0.0,0.0,0.0,1,-10212163.1,527.25006,-3.727261717047468e-08,264511.0,True,0.3245163,0.33325749349993805,5.2152990717735804e-08
592,0,0.0,0.0,0.0,0.0,1,-10668442.099999998,30403.117,1.601831479125174e-07,712145.0,True,0.30959516666666664,0.32886604095498717,9.870896895435473e-09
650,0,0.0,0.0,0.0,0.0,1,-10316420.899999999,57254.65,-3.727261717047468e-08,396822.6,True,0.3201059133333333,0.3250978042682012,5.2152990717735804e-08
731,0,0.0,0.0,0.0,0.0,1,-10186534.8,527.25006,2.2403036548552096e-07,258096.0,True,0.32473013333333334,0.3332600574746417,1.1228362662782058e-08
801,0,0.0,0.0,0.0,0.0,1,-10017454.299999999,5580.659,3.2397060899103326e-08,435537.0,True,0.3188154333333333,0.33260100125335157,0.0
893,0,0.0,0.0,0.0,0.0,1,-10006243.2,5796.9106,1.9116463524446848e-07,250268.1,True,0.32499106333333333,0.3324995036236942,1.282987267708801e-07
957,0,0.0,0.0,0.0,0.0,1,-10123664.9,29241.023,3.339570737016317e-07,357420.0,True,0.3214193333333333,0.32907957894106704,4.6367547787880726e-08
1027,0,0.0,0.0,0.0,0.0,1,-10104242.2,17352.379,1.9116463524446848e-07,330210.0,True,0.3223263333333333,0.33083736104890704,1.282987267708801e-07
1081,0,0.0,0.0,0.0,0.0,1,-10502050.999999998,527.25006,2.2146746067014045e-07,538120.0,True,0.315396,0.33326414399198256,3.275193228103811e-08
1133,0,0.0,0.0,0.0,0.0,1,-10047412.799999999,6874.728,-1.4921014094110276e-07,195680.0,True,0.32681066666666664,0.33234319572026527,0.0
1195,0,0.0,0.0,0.0,0.0,1,-10125008.1,15115.904,-3.664067308330631e-07,241965.0,True,0.3252678333333333,0.33111227272699273,0.0
1256,0,0.0,0.0,0.0,0.0,1,-10051084.2,2399.0183,3.339570737016317e-07,61041.0,True,0.3312986333333333,0.33298434301589924,4.6367547787880726e-08
1340,0,0.0,0.0,0.0,0.0,1,-10384304.9,673193.3,1.601831479125174e-07,426753.6,True,0.3191082133333333,0.23441743850708008,9.870896895435473e-09
1419,0,0.0,0.0,0.0,0.0,1,-10149313.7,102838.67,1.2760549016355639e-07,214452.0,True,0.3261849333333333,0.3185219205915928,4.2535163387852124e-08
1480,0,0.0,0.0,0.0,0.0,1,-10008506.6,322733.3,3.339570737016317e-07,73380.0,True,0.3308873333333333,0.28638462722301483,4.6367547787880726e-08
1540,0,0.0,0.0,0.0,0.0,1,-10192853.3,527.25006,-3.727261717047468e-08,274227.0,True,0.3241924333333333,0.33325749349993805,5.2152990717735804e-08
1631,0,0.0,0.0,0.0,0.0,1,-10287040.2,9091.424,-3.1968923758401864e-07,539195.5,True,0.31536014999999995,0.33201078449686366,0.0
1710,0,0.0,0.0,0.0,0.0,1,-10166307.6,55437.797,1.601831479125174e-07,387144.0,True,0.3204285333333333,0.3251875614126523,9.870896895435473e-09
1765,0,0.0,0.0,0.0,0.0,1,-10261938.9,95712.234,3.339570737016317e-07,483930.0,True,0.3172023333333333,0.3194098696112633,4.6367547787880726e-08
1839,0,0.0,0.0,0.0,0.0,1,-10065816.7,630244.6,1.601831479125174e-07,110070.0,True,0.32966433333333334,0.2407281200091044,9.870896895435473e-09
1902,0,0.0,0.0,0.0,0.0,1,-10291047.7,72965.5,-3.727261717047468e-08,483930.0,True,0.3172023333333333,0.3228379500408967,5.2152990717735804e-08
1969,0,0.0,0.0,0.0,0.0,1,-10093142.399999999,37989.977,2.2146746067014045e-07,210356.0,True,0.3263214666666666,0.3283480303362012,3.275193228103811e-08
2034,0,0.0,0.0,0.0,0.0,1,-10388468.9,18548.578,2.2146746067014045e-07,391360.0,True,0.320288,0.3308992628008127,3.275193228103811e-08
2098,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10325355.799999999,412034.12,-1.4921014094110276e-07,645240.0,True,0.3118253333333333,0.2739898214737574,0.0
2178,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10803083.9,91098.305,3.2397060899103326e-08,1129170.0,True,0.2956943333333333,0.32137879356741905,0.0
2272,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10024533.399999999,45715.586,1.9116463524446848e-07,151903.5,True,0.3282698833333333,0.326757587492466,1.282987267708801e-07
2337,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10022743.399999999,15512.762,3.339570737016317e-07,325552.0,True,0.3224816,0.3310766586412986,4.6367547787880726e-08
2401,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10153749.2,13167.95,-3.664067308330631e-07,489200.0,True,0.3170266666666667,0.3313984960938493,0.0
2471,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10396024.7,46297.973,1.9116463524446848e-07,435537.0,True,0.3188154333333333,0.32667381688952446,1.282987267708801e-07
2565,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10161128.2,527.25006,1.601831479125174e-07,172949.5,True,0.32756834999999995,0.33325586166271626,9.870896895435473e-09
2656,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10173303.0,24325.203,2.2403036548552096e-07,648190.0,True,0.311727,0.3299526792640487,1.1228362662782058e-08
2728,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10140487.499999998,11573.123,2.2403036548552096e-07,205516.5,True,0.3264827833333333,0.3317249303994079,1.1228362662782058e-08
2793,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10041463.399999999,7691.089,-3.664067308330631e-07,516192.0,True,0.3161269333333333,0.332203240521873,0.0
2858,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10302057.7,42786.664,-3.727261717047468e-08,391360.0,True,0.320288,0.32717888429760933,5.2152990717735804e-08
2964,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10275664.599999998,1743.2064,-3.7347226285575784e-08,281290.0,True,0.323957,0.3331045779244353,0.0
3055,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10474320.8,29706.193,1.601831479125174e-07,854943.0,True,0.3048352333333333,0.32896844359735644,9.870896895435473e-09
3135,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10355081.6,71630.57,2.2403036548552096e-07,712145.0,True,0.30959516666666664,0.32337830091516173,1.1228362662782058e-08
3214,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10145811.799999999,39112.617,1.2760549016355639e-07,293520.0,True,0.3235493333333333,0.32770011077324546,4.2535163387852124e-08
3303,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10022939.3,6932.6606,1.9116463524446848e-07,366900.0,True,0.3211033333333333,0.3323361369936416,1.282987267708801e-07
3397,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10097918.8,18105.285,-3.1968923758401864e-07,207910.0,True,0.326403,0.3306995186333855,0.0
3459,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10018904.7,126382.82,-1.4921014094110276e-07,241965.0,True,0.3252678333333333,0.31513095771272975,0.0
3539,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10074720.6,90837.586,1.601831479125174e-07,1129170.0,True,0.2956943333333333,0.3199860813717047,9.870896895435473e-09
3597,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10240966.999999998,73101.25,1.4672357737607234e-07,396822.6,True,0.3201059133333333,0.32317390975852806,0.0
3677,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10766087.0,645762.8,1.9116463524446848e-07,1129170.0,True,0.2956943333333333,0.24044657746950784,1.282987267708801e-07
3753,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10207419.899999999,47455.734,1.601831479125174e-07,207910.0,True,0.326403,0.32636040883759654,9.870896895435473e-09
3838,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10355677.0,586169.3,2.2403036548552096e-07,564585.0,True,0.3145138333333333,0.25186902781327564,1.1228362662782058e-08
3906,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10165189.9,10377.958,1.4672357737607234e-07,232370.0,True,0.32558766666666666,0.33189103147014976,0.0
3982,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10111077.5,6518.3813,1.601831479125174e-07,274227.0,True,0.3241924333333333,0.3323755527380854,9.870896895435473e-09
4079,0,0.0124146593734622,-1.937208404764533,0.087158203125,0.0,1,-10063059.1,28064.207,2.2403036548552096e-07,305205.0,True,0.3231598333333333,0.3294330419351657,1.1228362662782058e-08
4168,0,0.013852415606379509,-1.9173956718295813,0.08876953125,0.0,1,-10158032.3,10528.514,-3.1968923758401864e-07,483930.0,True,0.3172023333333333,0.33180172787979245,0.0
4252,0,0.013852415606379509,-1.9173956718295813,0.08876953125,0.0,1,-10189879.7,240644.3,2.2403036548552096e-07,487878.3,True,0.3170707233333333,0.2998892068862915,1.1228362662782058e-08
