timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
1700,0.9249999,0.0,0.0,0.0,0.9249998749279361,0,86916074.53879881,0,0.7500000164991857,0.3250545491319024,True,0.3999998699781804,0.3,0.2250000049497557
3453,0.7442024,0.001660493086092174,-0.13628325748140924,0.0189453125,0.7442023692356301,1,82389415.96266933,0,0.7500000318074052,451994.10076647875,True,0.2192023596934085,0.3,0.22500000954222155
5206,0.7868565,0.00015867635374888778,-0.09283302956318948,0.0,0.7868564675127954,1,79921767.9102866,0,0.750000018821487,345358.84533412685,True,0.26185646186634925,0.3,0.2250000056464461
6906,0.9249999,0.0007281986763700843,-0.08116729010944254,0.001708984375,0.9249998683554133,0,85601921.59862013,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
8606,0.9249999,0.002311032498255372,-0.08734836431976874,0.02275390625,0.9249998683554133,0,84607975.67197978,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
10359,0.7868565,0.00068124325,-0.0924484912015032,0.0107421875,0.7868564675127954,1,81057160.70279734,0,0.750000018821487,345358.84533412685,True,0.26185646186634925,0.3,0.2250000056464461
12059,0.9249999,0.00068124325,-0.0924484912015032,0.0107421875,0.9249998683554133,0,83194633.5178391,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
13759,0.9249999,0.0020671368,-0.17448414620012045,0.02822265625,0.9249998683554133,0,84331526.76042585,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
15459,0.9249999,0.0037879548,-0.12678038194426336,0.031982421875,0.924999869236469,0,84147135.61657366,0,0.7499999981123078,0.32549305813116214,True,0.39999986980277674,0.3,0.22499999943369234
17212,0.9249999,0.0017752412,-0.12235982730053366,0.0236328125,0.9249998780673503,0,81375004.75167769,0,0.7500000287084057,0.32636292868869865,True,0.39999986945482857,0.3,0.22500000861252167
18912,0.9249999,0.0025528858,-0.10538783880183474,0.019580078125,0.9249998683554133,0,85253313.54007387,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
20665,0.79961514,0.0021423486,-0.11307897139922715,0.031640625,0.7996151483050414,1,82989047.69240822,0,0.7500000287084057,313462.15076870064,True,0.27461513969251977,0.3,0.22500000861252167
22365,0.9249999,0.0021423486,-0.11307897139922715,0.031640625,0.9249998683554133,0,82158887.95432839,0,0.7499999988221241,0.3282280598523822,True,0.3999998687087761,0.3,0.22499999964663722
24118,0.79961514,0.00353101,-0.21108537218533457,0.03310546875,0.7996151483050414,1,82582271.8376086,0,0.7500000287084057,313462.15076870064,True,0.27461513969251977,0.3,0.22500000861252167
25818,0.9249999,0.003311495,-0.1351193609414622,0.03212890625,0.9249998694053921,0,86516516.47827974,0,0.7499999981123078,0.32507075059446305,True,0.3999998699716998,0.3,0.22499999943369234
27518,0.9249999,0.0015922838,-0.11001585812773555,0.017431640625,0.9249998749279361,0,87378285.31775932,0,0.7500000164991857,0.3250545491319024,True,0.3999998699781804,0.3,0.2250000049497557
29218,0.9249999,0.006868321,-0.14488428115146235,0.020458984375,0.9249998687093055,0,90632445.31804073,0,0.7499999988221241,0.3273433292179603,True,0.3999998690626683,0.3,0.22499999964663722
30971,0.9249999,0.0030475957,-0.11608716741902754,0.02919921875,0.9249998752161555,0,84017937.7444187,0,0.750000018821487,0.32607572680765823,True,0.39999986956970934,0.3,0.2250000056464461
32671,0.9249999,0.0030475957,-0.11608716741902754,0.02919921875,0.924999869236469,0,91034240.40996554,0,0.7499999981123078,0.32549305813116214,True,0.39999986980277674,0.3,0.22499999943369234
