timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
64,0,0.0,0.0,0.0,0.0,1,-10549544.8,41970.05,3.339570737016317e-07,645240.0,True,0.3118253333333333,0.3272278600682815,4.6367547787880726e-08
148,0,0.0,0.0,0.0,0.0,1,-10280208.9,13272.705,1.601831479125174e-07,555473.1,True,0.31481756333333333,0.3313831038152178,9.870896895435473e-09
206,0,0.0,0.0,0.0,0.0,1,-10009634.2,73585.41,-3.727261717047468e-08,250268.1,True,0.32499106333333333,0.32274878273407615,5.2152990717735804e-08
267,0,0.0,0.0,0.0,0.0,1,-10054966.7,59587.42,-3.664067308330631e-07,61041.0,True,0.3312986333333333,0.3245778350780407,0.0
346,0,0.0,0.0,0.0,0.0,1,-10369366.2,551392.0,3.2397060899103326e-08,387144.0,True,0.3204285333333333,0.2609759221474329,0.0
432,0,0.0,0.0,0.0,0.0,1,-10026843.2,89600.92,-3.1968923758401864e-07,125056.0,True,0.3291648,0.32029889523983,0.0
503,0,0.0,0.0,0.0,0.0,1,-10050898.9,104930.27,2.2403036548552096e-07,290358.0,True,0.32365473333333333,0.31875039388736087,1.1228362662782058e-08
565,0,0.0,0.0,0.0,0.0,1,-10047122.1,77487.2,-3.664067308330631e-07,183450.0,True,0.3272183333333333,0.32194772486885387,0.0
643,0,0.0,0.0,0.0,0.0,1,-10113045.599999998,232547.58,3.2397060899103326e-08,306489.0,True,0.3231170333333333,0.30281685789426166,0.0
707,0,0.0,0.0,0.0,0.0,1,-10354713.8,524368.8,1.4672357737607234e-07,645240.0,True,0.3118253333333333,0.2604579031467438,0.0
804,0,0.0,0.0,0.0,0.0,1,-10233231.399999999,22108.088,-3.1968923758401864e-07,268065.0,True,0.32439783333333333,0.33011722254256404,0.0
863,0,0.0,0.0,0.0,0.0,1,-10113914.0,527.25006,-1.4921014094110276e-07,232323.0,True,0.32558923333333334,0.33325739576442476,0.0
916,0,0.0,0.0,0.0,0.0,1,-10040764.2,2666.8672,1.4672357737607234e-07,81388.0,True,0.3306204,0.332962699001655,0.0
1000,0,0.0,0.0,0.0,0.0,1,-10600618.7,1877.915,-3.1968923758401864e-07,667758.0,True,0.3110747333333333,0.3330601490063903,0.0
1080,0,0.0,0.0,0.0,0.0,1,-10728653.899999999,333634.7,3.2397060899103326e-08,1129170.0,True,0.2956943333333333,0.2895515213410059,0.0
1150,0,0.0,0.0,0.0,0.0,1,-10135930.5,5233.7246,1.2760549016355639e-07,435537.0,True,0.3188154333333333,0.3325795424170792,4.2535163387852124e-08
1226,0,0.0,0.0,0.0,0.0,1,-10074130.7,26094.588,-3.1968923758401864e-07,274227.0,True,0.3241924333333333,0.32953729790945846,0.0
1300,0,0.0,0.0,0.0,0.0,1,-10013044.599999998,66828.875,2.2403036548552096e-07,80419.5,True,0.3306526833333333,0.3240456283092499,1.1228362662782058e-08
1386,0,0.0,0.0,0.0,0.0,1,-10145950.1,80899.266,1.9116463524446848e-07,258096.0,True,0.32473013333333334,0.3216967545449734,1.282987267708801e-07
1445,0,0.0,0.0,0.0,0.0,1,-10373999.999999998,527.25006,-3.727261717047468e-08,419406.0,True,0.3193531333333333,0.33325749349993805,5.2152990717735804e-08
1528,0,0.0,0.0,0.0,0.0,1,-10049140.499999998,4140.618,-3.1968923758401864e-07,134530.0,True,0.32884899999999995,0.3327309887390584,0.0
1580,0,0.0,0.0,0.0,0.0,1,-10237204.4,18550.906,3.339570737016317e-07,258096.0,True,0.32473013333333334,0.33063469330469764,4.6367547787880726e-08
1660,0,0.0,0.0,0.0,0.0,1,-10823700.7,5133.014,-3.1968923758401864e-07,856100.0,True,0.30479666666666666,0.3325866227969527,0.0
1737,0,0.0,0.0,0.0,0.0,1,-10251885.4,127781.72,1.601831479125174e-07,258096.0,True,0.32473013333333334,0.31455768272280693,9.870896895435473e-09
1816,0,0.0,0.0,0.0,0.0,1,-10386108.9,139033.06,1.2760549016355639e-07,387144.0,True,0.3204285333333333,0.3133089964588483,4.2535163387852124e-08
1883,0,0.0,0.0,0.0,0.0,1,-10106592.899999999,2297.5015,3.339570737016317e-07,153690.59999999998,True,0.3282103133333333,0.3329991108815496,4.6367547787880726e-08
1946,0,0.0,0.0,0.0,0.0,1,-10117531.1,410062.7,-1.4921014094110276e-07,268065.0,True,0.32439783333333333,0.27427376310030616,0.0
2021,0,0.0,0.0,0.0,0.0,1,-10041085.399999999,118683.99,1.9116463524446848e-07,172949.5,True,0.32756834999999995,0.3162617857257525,1.282987267708801e-07
2100,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10258208.899999999,670.05615,-3.1968923758401864e-07,387144.0,True,0.3204285333333333,0.333235858832874,0.0
2165,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10356781.7,521435.34,3.339570737016317e-07,391360.0,True,0.320288,0.2574790169795354,4.6367547787880726e-08
2235,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10287087.299999999,114271.69,1.601831479125174e-07,435537.0,True,0.3188154333333333,0.31654278313120204,9.870896895435473e-09
2292,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10269483.999999998,431677.53,-3.664067308330631e-07,648190.0,True,0.311727,0.26990464826424915,0.0
2377,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10367620.1,12790.305,1.2760549016355639e-07,564585.0,True,0.3145138333333333,0.33149120056380826,4.2535163387852124e-08
2442,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10180203.1,14976.006,2.2146746067014045e-07,325552.0,True,0.3224816,0.33136808002988494,3.275193228103811e-08
2507,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10238071.6,527.25006,2.2146746067014045e-07,391360.0,True,0.320288,0.33326414399198256,3.275193228103811e-08
2570,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10059710.2,41397.566,-3.664067308330631e-07,366900.0,True,0.3211033333333333,0.32725056757529575,0.0
2634,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10147315.899999999,527.25006,2.2146746067014045e-07,489200.0,True,0.3170266666666667,0.33326414399198256,3.275193228103811e-08
2725,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10019273.9,365662.5,1.601831479125174e-07,648190.0,True,0.311727,0.27960458894570667,9.870896895435473e-09
2817,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10131960.6,32363.602,2.2403036548552096e-07,219813.3,True,0.3260062233333333,0.32883552306642133,1.1228362662782058e-08
2908,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10635845.8,51710.28,1.601831479125174e-07,854943.0,True,0.3048352333333333,0.3257352653890848,9.870896895435473e-09
3019,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10106703.0,67195.0,-4.060707956645119e-07,125056.0,True,0.3291648,0.3236679807305336,0.0
3104,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10204780.7,58926.88,1.2760549016355639e-07,428050.0,True,0.319065,0.324846347173055,4.2535163387852124e-08
3167,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10358346.5,527.25006,-1.4921014094110276e-07,483930.0,True,0.3172023333333333,0.33325739576442476,0.0
3251,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10416586.3,592077.6,1.2760549016355639e-07,667758.0,True,0.3110747333333333,0.24805892507235208,4.2535163387852124e-08
3315,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10460798.4,659.79407,-1.4921014094110276e-07,645240.0,True,0.3118253333333333,0.3332383060187567,0.0
3394,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10005377.9,3184.5632,3.2397060899103326e-08,293520.0,True,0.3235493333333333,0.3329154332944502,0.0
3493,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10024132.0,1141.7009,-3.1968923758401864e-07,250112.0,True,0.32499626666666664,0.33316724764881656,0.0
3564,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10101632.7,13104.347,3.2397060899103326e-08,160839.0,True,0.3279720333333333,0.331613691834112,0.0
3652,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10157772.9,585173.56,1.9116463524446848e-07,538120.0,True,0.315396,0.24916176001230875,1.282987267708801e-07
3729,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10095034.399999999,48662.1,1.9116463524446848e-07,258096.0,True,0.32473013333333334,0.3263337593525648,1.282987267708801e-07
3799,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10088226.8,160358.25,1.601831479125174e-07,435537.0,True,0.3188154333333333,0.3097710385918617,9.870896895435473e-09
3863,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10276460.7,81262.56,2.2146746067014045e-07,312640.0,True,0.322912,0.32266950731476146,3.275193228103811e-08
3955,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10190601.5,2177.2874,-3.1968923758401864e-07,300858.0,True,0.3233047333333333,0.3330165986747791,0.0
4052,0,0.011592492461204529,-1.9373288691043853,0.0837890625,0.0,1,-10280567.1,65853.07,2.2403036548552096e-07,483930.0,True,0.3172023333333333,0.32418124315639335,1.1228362662782058e-08
4132,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10651315.0,49613.96,-3.1968923758401864e-07,1129170.0,True,0.2956943333333333,0.3261158845076958,0.0
4205,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10011612.0,113992.805,3.2397060899103326e-08,354670.0,True,0.321511,0.3183744226892789,0.0
4294,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10259080.399999999,95556.16,-3.1968923758401864e-07,268065.0,True,0.32439783333333333,0.3194325752556324,0.0
4380,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10119059.099999998,112605.42,2.2403036548552096e-07,195680.0,True,0.32681066666666664,0.3176837215820948,1.1228362662782058e-08
4466,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10246139.7,51302.844,1.9116463524446848e-07,258096.0,True,0.32473013333333334,0.32595391385257244,1.282987267708801e-07
4552,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10143373.5,79610.45,1.9116463524446848e-07,258096.0,True,0.32473013333333334,0.32188213740785915,1.282987267708801e-07
4650,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10297662.4,70372.69,1.9116463524446848e-07,406940.0,True,0.31976866666666665,0.32321090127031005,1.282987267708801e-07
4714,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10006992.7,12247.34,-1.4921014094110276e-07,406940.0,True,0.31976866666666665,0.3315694013920923,0.0
4802,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10264175.9,48760.895,1.601831479125174e-07,709764.0,True,0.30967453333333333,0.326168634618322,9.870896895435473e-09
4872,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10028308.8,65109.535,-3.1968923758401864e-07,435537.0,True,0.3188154333333333,0.3238617101063331,0.0
4971,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10266990.7,55995.277,-3.1968923758401864e-07,285936.0,True,0.3238021333333333,0.32518758065998554,0.0
5088,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10099486.2,1096.812,-3.7347226285575784e-08,177441.0,True,0.3274186333333333,0.3331894022024547,0.0
5152,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10151502.1,82370.17,-1.4921014094110276e-07,645240.0,True,0.3118253333333333,0.32146991044282913,0.0
5244,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10132427.6,62872.832,3.2397060899103326e-08,250268.1,True,0.32499106333333333,0.32508273236453533,0.0
5324,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10393820.8,244423.38,3.2397060899103326e-08,856100.0,True,0.30479666666666666,0.3012584348519643,0.0
5404,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10474127.1,57715.516,1.2760549016355639e-07,856100.0,True,0.30479666666666666,0.3250208149353663,4.2535163387852124e-08
5467,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10098348.200000001,169549.0,2.2146746067014045e-07,268065.0,True,0.32439783333333333,0.3110839600364367,3.275193228103811e-08
5559,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10094075.4,142471.61,-3.1968923758401864e-07,219813.3,True,0.3260062233333333,0.31260768324136734,0.0
5646,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10011743.299999999,81834.98,1.601831479125174e-07,81388.0,True,0.3306204,0.32130888352791465,9.870896895435473e-09
5709,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10088130.399999999,423739.44,-1.4921014094110276e-07,305205.0,True,0.3231598333333333,0.2723039587338765,0.0
5793,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10649182.799999999,17570.16,3.2397060899103326e-08,667758.0,True,0.3110747333333333,0.33102765741447604,0.0
5857,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10176590.0,415856.9,-3.664067308330631e-07,312640.0,True,0.322912,0.27222925424575806,0.0
5954,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10254585.0,1852.3171,1.2760549016355639e-07,366900.0,True,0.3211033333333333,0.33306655202371377,4.2535163387852124e-08
6039,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10249060.2,225246.3,1.601831479125174e-07,428050.0,True,0.319065,0.30023669203122455,9.870896895435473e-09
6107,0,0.012854678556323051,-1.9239570401608943,0.0953125,0.0,1,-10100335.8,49315.68,3.339570737016317e-07,232370.0,True,0.32558766666666666,0.3261592760682106,4.6367547787880726e-08
