timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes
272,,,,,0.054054781423338506,4050495.2726654112,0.8350595381205418,0.15374108762427738,19,
272,,,,,0.0349586227696795,4347970.183015914,0.41519352114260255,0.0842812896528495,19,
272,,,,,0.045696348107841955,4833461.192429016,0.6631936285704298,0.19961469607806206,21,
272,,,,,0.05092808640612161,4291535.222371939,0.8066918374234772,0.0911038671868476,18,
272,,,,,0.05394998258465289,4714795.27266541,0.8604320607987082,0.19962283862220234,22,
272,,,,,0.053486609978732905,4476119.070013597,0.8847821593016636,0.09115434727552126,18,
272,,,,,0.044177738713760704,5203571.77266541,0.7078262568307022,0.09117343140753514,19,
272,,,,,0.05752063082151111,4363610.592429017,0.9540397050453858,0.13708768728300239,20,
544,,,,,0.0636595127117599,2652797.700417655,0.9437809069976509,0.20220570640510113,8,
544,,,,,0.052032109837601925,1880420.4182540243,0.650956445577094,0.08804467753587163,7,
544,,,,,0.065017604962634,2138201.5128215393,0.8796370991702692,0.31948742885874315,7,
544,,,,,0.06532398119890327,2919786.1204109755,0.9807869746784701,0.2523581844913064,11,
544,,,,,0.06123270457784741,4291766.900417655,0.9876343901589966,0.24448521365078602,14,
544,,,,,0.06582306251460311,2308779.746243298,0.9720653125642225,0.2010611383389335,10,
544,,,,,0.060248297836595494,1788601.1004176547,0.8482981301657592,0.09009073777379048,9,
544,,,,,0.07037179752575921,3791648.7128215395,0.9983351444780589,0.603347951985473,13,
816,,,,,0.06915677716948794,1269036.148878557,0.9733304591926655,0.205777628868995,8,
816,,,,,0.06250924074179552,2788646.004409523,0.926652135854545,0.19978121546314756,12,
816,,,,,0.06959749197408267,1035772.7822123932,0.9245395706652283,0.2896254863471014,4,
816,,,,,0.07320942030593268,2435748.9155893507,0.9980238832593845,0.5379318909380711,7,
816,,,,,0.0712421610934424,2019154.148878557,0.9954304163169906,0.38087336572025393,7,
816,,,,,0.07601207680639636,2044874.6850149876,0.9919477631634965,0.6302785664190386,5,
816,,,,,0.08205918724846138,2589207.148878557,1.0,0.9999999871553064,10,
816,,,,,0.0847029503853255,1727173.2641683642,1.0,0.9999999891332931,4,
1088,,,,,0.07192209802866444,2052047.260147364,0.997239322365022,0.41629637743950837,6,
1088,,,,,0.08295315978653373,2297715.672920569,1.0,0.9999999867724637,7,
1088,,,,,0.06893481079080455,3020366.3126696004,0.9955413409152704,0.41881433101166327,9,
1088,,,,,0.08714717376669218,930201.7287937792,1.0,0.9999999854047433,3,
1088,,,,,0.08356698223311776,2097570.560147364,1.0,0.9999999791739898,4,
1088,,,,,0.08493596945329207,1651194.1742087016,1.0,0.999999990491365,5,
1088,,,,,0.07757504789066594,4051320.1601473643,1.0,0.9999999791739898,10,
1088,,,,,0.0854613500068277,1479887.0126696005,1.0,0.9999999908801325,5,
1360,,,,,0.08688825974110137,1014624.0364611029,1.0,0.9999999826646483,4,
1360,,,,,0.08764243083646156,768716.6220226487,1.0,0.9999999866042624,2,
1360,,,,,0.08614003133832088,1258593.9570799288,1.0,0.9999999909929855,4,
1360,,,,,0.0840500682928305,1940054.0722053046,1.0,0.9999999905771657,6,
1360,,,,,0.8884191626408545,377608.4364611029,1.0,0.9999999826646483,2,
1360,,,,,0.823840444231598,354941.4728595111,0.9989123266318454,0.6758058847279408,2,
1360,,,,,0.8999981736822814,59.43646110290801,1.0,0.9999999826646483,0,
1360,,,,,0.085576765202075,1442254.3570799287,1.0,0.9999999909929855,5,
1632,,,,,0.8950509783226597,161369.2619231533,1.0,0.9999999772254317,1,
1632,,,,,0.8999981825801484,59.20705184835603,1.0,0.9999999919748664,0,
1632,,,,,0.08567141113680092,1411393.7510768755,1.0,0.9999999844386579,4,
1632,,,,,0.08833755845089264,542061.0086014504,1.0,0.9999999840982264,2,
1632,,,,,0.08793188835162256,674335.0619231533,1.0,0.9999999772254317,2,
1632,,,,,0.0866851948629691,1080836.021276469,1.0,0.9999999845953393,2,
1632,,,,,0.8826829792609976,564644.2619231533,1.0,0.9999999772254317,1,
1632,,,,,0.08566439440051418,1413681.6510768754,1.0,0.9999999844386579,6,
1904,,,,,0.08722292013365651,905503.6155222389,1.0,0.9999999880492698,2,
1904,,,,,0.8920826560462982,258155.40602844357,1.0,0.9999999847500154,1,
1904,,,,,0.08798019683613179,658583.5053148589,1.0,0.9999999807897246,3,
1904,,,,,0.8999981847880509,59.093019156831645,1.0,0.9999999855283376,0,
1904,,,,,0.08645762199549983,1155039.215522239,1.0,0.9999999880492698,2,
1904,,,,,0.08181043028146417,548512.8111751346,0.9996111259007392,0.6754106760026586,3,
1904,,,,,0.08683360916697437,1032443.6155222389,1.0,0.9999999880492698,3,
1904,,,,,0.8886196127799398,371072.5053148589,1.0,0.9999999807897246,1,
2176,,,,,0.8871354557132047,419465.4232536908,1.0,0.9999999859146236,1,
2176,,,,,0.886870344744733,428109.7267963379,1.0,0.9999999838818323,1,
2176,,,,,0.8970298535406459,96845.49714170644,1.0,0.9999999891945847,1,
2176,,,,,0.882522889093516,569864.31819341,1.0,0.9999999909733948,2,
2176,,,,,0.08727885768016769,887264.4232536908,1.0,0.9999999859146236,2,
2176,,,,,0.896247372034049,122359.35973965909,1.0,0.9999999929927309,1,
2176,,,,,0.891587935375403,274286.4232536908,1.0,0.9999999859146236,1,
2176,,,,,0.08787802054163005,691899.4971417064,1.0,0.9999999891945847,2,
2448,,,,,0.8936218015447657,207969.49707458424,1.0,0.9999999821788874,1,
2448,,,,,0.8915879338038042,274286.5062583155,1.0,0.9999999885905184,1,
2448,,,,,0.8816612150011804,597960.3457672806,1.0,0.9999999876807584,4,
2448,,,,,0.8966224582994694,110129.14972567481,1.0,0.999999988300998,2,
2448,,,,,0.8905984924393175,306548.49707458424,1.0,0.9999999821788874,1,
2448,,,,,0.8905985021129502,306548.24586740247,1.0,0.9999999929996712,2,
2448,,,,,0.8807914075370924,626321.4970745842,1.0,0.9999999821788874,2,
2448,,,,,0.8936218076896787,207969.34576728052,1.0,0.9999999876807584,1,
2720,,,,,0.8970298467278055,96845.6387634957,1.0,0.9999999777882184,1,
2720,,,,,0.8999981821770645,59.22577300259274,1.0,0.9999999928302321,0,
2720,,,,,0.8868703572311118,428109.30145049194,1.0,0.9999999803549998,1,
2720,,,,,0.8999981832042854,59.14339439899034,1.0,0.9999999853342746,0,
2720,,,,,0.8936217963211894,207969.63876349572,1.0,0.9999999777882184,1,
