timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes
43,,,,,0.0,14227197.829804698,1.0,0.9999999671859163,32,
86,,,,,0.0,14809910.162303163,1.0,0.9999999871786881,35,
129,,,,,0.0,12234015.960856315,1.0,0.9999999850834075,30,
172,,,,,0.0,15201303.960633392,1.0,0.9999999973118509,32,
215,,,,,0.0,15542825.571907558,1.0,0.9999999998530371,32,
258,,,,,0.0,13277764.452640101,1.0,0.9999999958173693,30,
301,,,,,-1778.1685699462882,12905586.71512276,0.560319543850673,0.05844186856660613,30,
344,,,,,0.0,12899808.466547355,1.0,0.9999999894092448,30,
387,,,,,0.0,9611210.379131816,1.0,0.9999999982665156,21,
430,,,,,0.0,15786297.970431307,1.0,0.9999999799305033,34,
473,,,,,0.0,14895404.778701581,1.0,1.0,32,
516,,,,,0.0,14278878.820351414,1.0,0.9999999782491749,30,
559,,,,,-3.971315903663636,14050954.920325847,0.9988652530271414,0.7336771355854868,32,
602,,,,,0.0,12913906.199387351,1.0,0.9999999985028092,29,
645,,,,,0.0,14932914.39243264,1.0,0.9999999731021809,34,
688,,,,,-1185.5693687438966,13257145.797955407,0.7923272110449088,0.06290483399897977,31,
731,,,,,-1074.3889030456546,15242646.32997015,0.7692055071992783,0.06029961834065569,34,
776,,,,,-3833.5693957519543,13766163.291954702,0.4919928120220878,0.06504112155976156,34,
821,,,,,0.0,15370794.063140364,1.0,0.9999999801601892,33,
866,,,,,0.0,14423716.89282482,1.0,0.9999999960684225,32,
911,,,,,0.0,16861135.439927366,1.0,0.999999999976192,36,
956,,,,,0.0,16074979.695346868,1.0,0.999999965675405,36,
999,,,,,0.0,12240539.572563292,1.0,0.999999991677435,29,
1044,,,,,-6961.793638916014,11866106.065503314,0.08328958556766441,0.065105507623203,29,
1089,,,,,-25.613254709243776,11501614.156847367,0.9977020453812052,0.7349226209547278,21,
1134,,,,,-545.1300780487061,14589234.663787587,0.9328274560852376,0.06577101952913325,36,
