timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes,budget_before_step,budget_exceeded,simulation_success
272,,,,,0.28149270193818876,4225167.2098628655,0.9135071972404547,0.09054577415694527,19,,1500000.0,True,True
272,,,,,0.2568602151567593,4382304.770687498,0.7546683161282649,0.15417850688062326,20,,1500000.0,True,True
272,,,,,0.2570063627017307,5633112.072665411,0.8440604214520915,0.16383295172117415,23,,1500000.0,True,True
272,,,,,0.27506494740011167,6005179.183015914,0.9359970906458155,0.1996775505477625,22,,1500000.0,True,True
272,,,,,0.24837298059211907,4283619.083015914,0.7496694223952456,0.09417351274062419,18,,1500000.0,True,True
272,,,,,0.3387440716721794,6474836.592429016,0.9936076207805479,0.5954079559133919,24,,1500000.0,True,True
544,,,,,0.3625491327949064,2726758.5128215393,0.9815791220313156,0.38697761948469267,9,,500000.0,True,True
544,,,,,0.2980920016819831,5579175.983015914,0.9359750901665767,0.3096704224538117,19,,1500000.0,True,True
544,,,,,0.3358399772394581,3753889.6862722845,0.9640491913236362,0.33729309811106994,13,,500000.0,True,True
544,,,,,0.3592554060051929,2647543.962871553,0.9912903266321814,0.34397310663075653,12,,500000.0,True,True
544,,,,,0.36224087894690793,2755602.0128215393,0.9812224726931339,0.38834678714085785,8,,500000.0,True,True
544,,,,,0.22247360742821184,3997521.4830159135,0.5982368138211863,0.09417351274062419,17,,1500000.0,True,True
544,,,,,0.36051617092434945,1787665.2182540244,0.9490501193119766,0.32079336681929216,10,,500000.0,True,True
544,,,,,0.4699740107911792,1958062.3128215396,1.0,0.9999999813820966,10,,500000.0,True,True
816,,,,,0.4708035058077652,1903980.7641683642,1.0,0.9999999891332931,7,,500000.0,True,True
816,,,,,0.45307128743977054,3060345.8182540247,1.0,0.999999992712246,12,,500000.0,True,True
816,,,,,0.4024311976479147,2399853.2983666877,0.9992474839606758,0.5958808411970706,6,,500000.0,True,True
816,,,,,0.4505675979558856,3222988.4663148657,1.0,0.9999356473742016,10,,500000.0,True,True
816,,,,,0.4332213701617175,1189024.804409523,0.9994543546183263,0.6770902490726586,4,,500000.0,True,True
816,,,,,0.30603785044916076,3479111.2182540246,0.9766817403025099,0.09367833190232291,14,,500000.0,True,True
816,,,,,0.35667640174405585,3171978.904409523,0.9901867106202075,0.3818640183751581,12,,500000.0,True,True
816,,,,,0.4176312549908474,1702498.7320002753,0.9996275709128113,0.6254185137897814,6,,500000.0,True,True
1088,,,,,0.45840082499035584,2712792.5126696005,1.0,0.9999999908801325,9,,500000.0,True,True
1088,,,,,0.47318342520232715,1748779.9044095231,1.0,0.999999989133002,6,,500000.0,True,True
1088,,,,,0.4859351528008953,917205.9737033199,1.0,1.0,3,,500000.0,True,True
1088,,,,,0.4825993922826214,871133.4737033199,1.0,0.973051621770862,2,,500000.0,True,True
1088,,,,,0.4776001754989568,1460751.8729205693,1.0,0.9999999867724637,6,,500000.0,True,True
1088,,,,,0.3271875330133375,3315353.904409523,0.9856441703953813,0.20598545628440346,13,,500000.0,True,True
1088,,,,,0.4730611837180988,1756751.5729205692,1.0,0.9999999867724637,6,,500000.0,True,True
1088,,,,,0.47255636639610565,1789661.260147364,1.0,1.0,8,,500000.0,True,True
1360,,,,,0.47159831819754694,1852148.9570799288,1.0,0.9999999909929855,5,,500000.0,True,True
1360,,,,,0.48418066064138165,1031620.9729205691,1.0,0.9999999867724637,4,,500000.0,True,True
1360,,,,,0.9945562523616152,177500.43646110292,1.0,0.9999999826646483,1,,500000.0,False,True
1360,,,,,0.47990153201345254,1310674.436461103,1.0,1.0,4,,500000.0,True,True
1360,,,,,0.3922707021992352,931622.8729205691,0.9984975357754352,0.37904744553806713,2,,500000.0,True,True
1360,,,,,0.4726838255337597,1781360.0999418877,1.0,0.9999999866042624,6,,500000.0,True,True
1360,,,,,0.482288006641189,1155038.9570799288,1.0,0.9999999909929855,2,,500000.0,True,True
1632,,,,,0.47140397312254484,1864822.6510768754,1.0,0.9999999844386579,5,,500000.0,True,True
1632,,,,,0.47581902193711767,1576905.6220226486,1.0,0.9999999866042624,5,,500000.0,True,True
1632,,,,,0.28069921307829326,4469155.070013597,0.8357342213058999,0.21389597608675928,19,,1500000.0,True,True
1632,,,,,0.9910932163454709,290417.2619231533,1.0,0.9999999772254317,1,,822499.5635388971,False,True
1632,,,,,0.9938774371642807,199634.20705184835,1.0,0.9999999919748664,2,,500000.0,False,True
1632,,,,,0.3239639884048158,1697703.3,0.9999866503862076,0.0,3,,500000.0,True,True
1632,,,,,0.491689261926161,541965.2070518484,1.0,0.9999999919748664,3,,500000.0,True,True
1632,,,,,0.48873801723259797,734419.1510768754,1.0,0.9999999844386579,2,,500000.0,True,True
1904,,,,,0.48510801454401786,971145.7053148588,1.0,0.9999999807897246,3,,500000.0,True,True
1904,,,,,0.9854877095977574,473192.40705184836,1.0,0.9999999919748664,2,,500000.0,False,True
1904,,,,,0.33666991132504104,1973151.5462432983,0.9180589949265561,0.22210201876833585,9,,500000.0,True,True
1904,,,,,0.4727442494789065,1777419.615522239,1.0,0.9999999880492698,3,,1032082.3016157438,True,True
1904,,,,,0.48002954829190914,1302326.0060284436,1.0,0.9999999847500154,3,,800365.7929481517,True,True
1904,,,,,0.4842903374653077,1024468.7070518484,1.0,0.9999999919748664,3,,500000.0,True,True
1904,,,,,0.9920826545212997,258155.40602844357,1.0,0.9999999847500154,1,,500000.0,False,True
1904,,,,,0.9866406494746427,435596.5053148589,1.0,0.9999999807897246,2,,500000.0,False,True
2176,,,,,0.9920826530603276,258155.49714170644,1.0,0.9999999891945847,1,,500000.0,False,True
2176,,,,,0.484910128957052,984050.5375198037,1.0,1.0,2,,526807.5929481516,True,True
2176,,,,,0.45332283241560883,3038125.137519804,1.0,0.9994053694816959,9,,500000.0,True,True
2176,,,,,0.48268388797807094,1129229.4232536908,1.0,0.9999999859146236,2,,500000.0,True,True
2176,,,,,0.9999981634097359,59.726796337950894,1.0,0.9999999838818323,0,,500000.0,False,True
2176,,,,,0.4902114157735311,638339.4060284436,1.0,0.9999999847500154,3,,500000.0,True,True
2176,,,,,0.9871354450566935,419465.7267963379,1.0,0.9999999838818323,1,,741844.5939715564,False,True
2176,,,,,0.9977476748285312,73439.49714170644,1.0,0.9999999891945847,1,,564403.4946851411,False,True
2448,,,,,0.9958612058615333,59.506258315533174,1.0,0.9862101028422989,0,,741844.5028582936,False,True
2448,,,,,0.9968780634310833,101794.72679633796,1.0,0.9999999838818323,1,,500000.0,False,True
2448,,,,,0.46461117593153634,2307798.874208702,1.0,0.999999990491365,7,,500000.0,True,True
2448,,,,,0.9856512910325415,467858.49707458424,1.0,0.9999999821788874,1,,500000.0,False,True
2448,,,,,0.4840196318390275,1042122.1062583155,1.0,0.9999999885905184,2,,999940.2732036621,True,True
2448,,,,,0.49035596702513323,628912.826796338,1.0,0.9999999838818323,2,,500000.0,True,True
2448,,,,,0.48649323137378075,880812.1159439689,1.0,0.9999999885905184,1,,822378.8671752184,True,True
2448,,,,,0.980542906956873,634420.3457672806,1.0,0.9999999876807584,3,,990963.9975434347,False,True
2720,,,,,0.999998175396573,59.30145049192308,1.0,0.9999999803549998,0,,1241784.996599978,False,True
2720,,,,,0.4830127267668175,1107785.0890891359,1.0,1.0,5,,500000.0,True,True
2720,,,,,0.9999981812899783,59.30145049192308,1.0,1.0,0,,532141.5029254158,False,True
2720,,,,,0.48218917301044656,1161491.2257730025,1.0,0.9999999928302321,2,,500000.0,True,True
2720,,,,,0.4890721930467906,709823.4890891358,1.0,0.9997129592367303,2,,500000.0,True,True
2720,,,,,0.4872463510325618,831699.2257730026,1.0,0.9999999928302321,3,,500000.0,True,True
2720,,,,,0.9999981753854763,59.30145049192308,1.0,0.9999999803549998,0,,856543.6517761542,False,True
2992,,,,,0.9999981810446101,59.2580079954799,1.0,0.9999999947406791,0,,1741725.6951494862,False,True
2992,,,,,0.25956009049702017,4799904.570687499,0.8524811556764637,0.08445163887047122,19,,1500000.0,True,True
2992,,,,,0.48949683612558015,684939.1405333985,1.0,1.0,3,,500000.0,True,True
2992,,,,,0.9999981826055917,59.0697157107167,1.0,0.9999999806952118,0,,1032082.2014749239,False,True
2992,,,,,0.9915879381743413,274286.35535276786,1.0,0.9999999915351149,1,,500000.0,False,True
2992,,,,,0.46698881713814727,2103476.2041593892,1.0,0.9949630799886249,5,,500000.0,True,True
2992,,,,,0.491588849625599,548513.3553527679,1.0,0.9999999915351149,2,,500000.0,True,True
2992,,,,,0.9887456949977678,366959.2580079955,1.0,0.9999999947406791,1,,1356484.3503256622,False,True
3264,,,,,0.9999981713196671,59.538138307742955,1.0,0.9999999909618256,0,,2241666.4371414906,False,True
3264,,,,,0.34125419277666874,3347361.9258131855,0.992357270650629,0.29408457089255535,12,,500000.0,True,True
3264,,,,,0.4893626186974629,693691.8145807975,1.0,1.0,2,,500000.0,True,True
3264,,,,,0.9999981798829749,59.34732770014566,1.0,1.0,0,,1532023.1317592133,False,True
3264,,,,,0.9999981697342072,59.56631461845177,1.0,0.9999999885574137,0,,725713.6446472321,False,True
3264,,,,,0.9608463946266719,59.34732770014566,1.0,0.8694940491453401,0,,500000.0,False,True
3264,,,,,0.9999981697342072,59.56631461845177,1.0,0.9999999885574137,0,,500000.0,False,True
3264,,,,,0.9856311786990387,468511.53813830775,1.0,0.9999999909618256,2,,1489525.0923176666,False,True
3536,,,,,0.9999981886652829,58.967506766059195,1.0,0.9999999904450836,0,,2741606.899003183,False,True
3536,,,,,0.3702016107759117,1393374.1983666879,0.994601387656823,0.2843197151128667,5,,500000.0,True,True
3536,,,,,0.47524111273289,1614592.559739659,1.0,0.9999999929927309,6,,500000.0,True,True
3536,,,,,0.9879982518340036,57.15574626517112,1.0,0.9600000157921512,0,,2031963.7844315132,False,True
3536,,,,,0.9945562421352525,177500.75153781835,1.0,0.9999999798402348,1,,1225654.0783326137,False,True
3536,,,,,0.6882086960173005,384297.0,0.9999866503862076,0.0,2,,999940.6526722999,False,True
3536,,,,,0.9742727247323778,838871.7515378183,1.0,0.9999999798402348,2,,999940.4336853815,False,True
3536,,,,,0.9999981886542488,58.967506766059195,1.0,0.9999999904450836,0,,1521013.5541793588,False,True
3808,,,,,0.9999981725685833,59.431589279769206,1.0,0.9999999842324097,0,,3241547.931496417,False,True
3808,,,,,0.48758585153465916,809559.4279520668,1.0,0.9999999892564292,2,,500000.0,True,True
3808,,,,,0.48902310634736945,715832.2458674024,1.0,0.9999999929996712,3,,500000.0,True,True
3808,,,,,0.996040428746818,129106.88167855702,1.0,0.9999999802534917,1,,1548153.3267947952,False,True
3808,,,,,0.996040401945219,129107.75153781835,1.0,0.9999999798402348,1,,1115643.6526722999,False,True
3808,,,,,0.48843624619009957,754102.881678557,1.0,0.9999999802534917,3,,661068.6821475632,True,True
3808,,,,,0.9914889377289661,277512.6315892798,1.0,0.9999999842324097,1,,2020954.5866725927,False,True
4080,,,,,0.999998170888921,59.477163477086165,1.0,0.9999999832925693,0,,3741488.4999071374,False,True
4080,,,,,0.24574498087151678,1010617.9700135973,0.48560003228049553,0.0941482866888131,3,,500000.0,True,True
4080,,,,,0.4918362045833363,532382.5626991591,1.0,0.9999999832951855,2,,500000.0,True,True
4080,,,,,0.21627172877486314,3114448.4700135975,0.4995094314901446,0.09418794455746034,13,,1500000.0,True,True
4080,,,,,0.9871354656310922,419465.04603421135,1.0,0.9999999828690885,1,,1919046.4451162382,False,True
4080,,,,,0.9729864796986726,880811.481678557,1.0,0.9999999802534917,1,,1486535.9011344817,False,True
4080,,,,,0.4854048538607306,951788.0460342114,1.0,0.9999999828690885,2,,500000.0,True,True
4080,,,,,0.9757567460756804,790478.4771634771,1.0,0.9999999832925693,2,,2243441.955083313,False,True
4352,,,,,0.9920826437392543,258155.7408119479,1.0,0.9999999830346634,1,,4241429.022743661,False,True
4352,,,,,0.630556296705859,419465.44624329824,0.7600047553121382,0.13139645542292325,2,,500000.0,False,True
4352,,,,,0.9999981618206275,59.74731354143226,1.0,0.999999980682716,0,,500000.0,False,True
4352,,,,,0.27874177932659266,2904177.246243298,0.7664942379642855,0.13317925146540824,13,,500000.0,True,True
4352,,,,,0.9836724324914152,532381.8730238036,1.0,0.9999999865720004,2,,1999581.399082027,False,True
4352,,,,,0.9920826649976469,258155.04603421135,1.0,0.9999999828690885,1,,1105724.4194559245,False,True
4352,,,,,0.49010469646741345,645298.8730238036,1.0,0.9999999865720004,1,,500000.0,True,True
4352,,,,,0.9925773183873863,242024.7408119479,1.0,0.9999999830346634,1,,1952963.4779198358,False,True
4624,,,,,0.42462241731450506,3279986.685014988,0.9998028432334019,0.8330575569115558,8,,580534.5537567018,True,True
4624,,,,,0.9856512861704034,467858.65278080927,1.0,0.9999999828804294,1,,999940.2526864586,False,True
4624,,,,,0.4157212452399147,3874358.885014988,0.9998081743616009,0.8344717772331579,11,,500000.0,True,True
4624,,,,,0.9999981819663728,59.159844246582026,1.0,0.9999999877779758,0,,1967199.5260582233,False,True
4624,,,,,0.9999981904010461,58.8730238035868,1.0,0.9999999865720004,0,,1347569.3734217132,False,True
4624,,,,,0.9999981819663728,59.159844246582026,1.0,0.9999999877779758,0,,500000.0,False,True
4632,,,,,0.9828754259600732,558369.361460034,1.0,0.999999989935282,2,,4483273.281931713,False,True
4632,,,,,0.5984234516135898,59.443375922050414,0.0,0.9947509156244531,0,,2210938.737107888,False,True
4896,,,,,0.9905705561318344,306548.1564907412,1.0,0.9999068319625123,1,,500000.0,False,True
4896,,,,,0.9925773573511361,242025.00254788913,1.0,0.9999999905127105,1,,1032081.5999056494,False,True
4896,,,,,0.9911466361104235,288675.6564907412,1.0,1.0,2,,500000.0,False,True
4896,,,,,0.999998172319123,59.40699167934957,1.0,0.9999999808862714,0,,2467140.3662139764,False,True
4896,,,,,0.9999981819663728,59.159844246582026,1.0,0.9999999877779758,0,,1847510.5003979097,False,True
4896,,,,,0.999998172319123,59.40699167934957,1.0,0.9999999808862714,0,,999940.8401557534,False,True
4912,,,,,0.9885981660565025,371771.8496859795,1.0,0.9999999922683822,1,,4424903.920471679,False,True
4912,,,,,0.979417946941402,671100.9809020034,1.0,0.9999999922683822,1,,2710879.2937319656,False,True
5168,,,,,0.9955456964154901,145238.4728595111,1.0,1.0,1,,693451.8435092588,False,True
5168,,,,,0.9999981658844233,59.66060287287019,1.0,0.9999999853643,0,,1290056.5973577602,False,True
5168,,,,,0.9900391220206397,324787.4728595111,1.0,0.9999999849206223,2,,711324.3435092588,False,True
5168,,,,,0.9999981721794915,59.47507850790649,1.0,0.9999999873813261,0,,2967080.959222297,False,True
5168,,,,,0.9955456928892237,145238.40699167934,1.0,0.9999999808862714,1,,2347451.3405536627,False,True
5168,,,,,0.9999981721794915,59.47507850790649,1.0,0.9999999873813261,0,,1499881.433164074,False,True
5192,,,,,0.9955456770909221,145238.930360202,1.0,0.9999999817290461,1,,4553132.070785699,False,True
5192,,,,,0.9999981565096071,59.93036020199995,1.0,0.9999999817290461,0,,2539778.312829962,False,True
5440,,,,,0.9960404142614525,129107.28322651984,1.0,0.999999973575397,1,,1048213.3706497478,False,True
5440,,,,,0.9999981835089089,59.15330732996625,1.0,0.9999999922519369,0,,1789996.9367548872,False,True
5440,,,,,0.4799007324400395,1310726.4832265198,1.0,1.0,5,,886536.8706497478,True,True
5440,,,,,0.9999981781200395,59.21542257246352,1.0,0.9999999806386174,0,,3467021.4841437894,False,True
5440,,,,,0.973778015536751,855002.4750785079,1.0,0.9999999873813261,1,,2702212.9335619835,False,True
5440,,,,,0.9999981781200395,59.21542257246352,1.0,0.9999999806386174,0,,1999821.9580855663,False,True
5472,,,,,0.9851565814928673,483989.2091431323,1.0,0.9999999849049801,1,,4907893.140425498,False,True
5472,,,,,0.9955456729851463,145238.20914313232,1.0,0.9999999849049801,1,,3039718.38246976,False,True
5712,,,,,0.9999981773440196,59.27048094135792,1.0,0.9999999836807377,0,,1419106.087423228,False,True
5712,,,,,0.9999981752929149,59.411898876396194,1.0,0.999999991301015,0,,2289937.783447557,False,True
5712,,,,,0.49020363566010217,638846.8704809414,1.0,1.0,2,,500000.0,True,True
5712,,,,,0.9999981741626807,59.422969084009615,1.0,0.9999999886648283,0,,3966962.268721217,False,True
5712,,,,,0.9999981781200395,59.21542257246352,1.0,0.9999999806386174,0,,2347210.4584834757,False,True
5712,,,,,0.9999981741626807,59.422969084009615,1.0,0.9999999886648283,0,,2499762.7426629937,False,True
5752,,,,,0.9794180831083781,671100.6122254827,1.0,0.9999999898726863,1,,4923903.931282366,False,True
5752,,,,,0.9999981802183179,59.23697071477847,1.0,0.9999999898726863,0,,3394480.1733266274,False,True
5984,,,,,0.9920826603284837,258155.26947296364,1.0,0.9999999912597198,1,,1919046.8169422867,False,True
5984,,,,,0.48723984870219805,832123.2694729636,1.0,1.0,2,,500000.0,True,True
5984,,,,,0.9999981893197729,58.89666903321462,1.0,0.9999999853849998,0,,4466902.845752133,False,True
5984,,,,,0.9999981741626807,59.422969084009615,1.0,0.9999999886648283,0,,2847151.243060903,False,True
5984,,,,,0.9999981893197729,58.89666903321462,1.0,0.9999999853849998,0,,2999703.3196939095,False,True
5992,,,,,0.9803626043628222,640303.1337151219,1.0,0.9999999834310639,2,,2789878.3715486806,False,True
6032,,,,,0.9999981822448075,59.10677364270826,1.0,0.9999999832807019,0,,4752803.319056883,False,True
6032,,,,,0.9999981822337471,59.10677364270826,1.0,0.9999999832807019,0,,3894420.9363559126,False,True
6256,,,,,0.9999981799470892,59.192276552007264,1.0,0.9999999843628288,0,,2160891.547469323,False,True
6256,,,,,0.998514020976367,48452.245867402446,1.0,0.9999999929996712,1,,500000.0,False,True
6256,,,,,0.9999981726678235,59.50259200448533,1.0,0.9999999918217946,0,,4966843.9490831,False,True
6256,,,,,0.9999981893197729,58.89666903321462,1.0,0.9999999853849998,0,,3347091.820091819,False,True
6256,,,,,0.9999981726678235,59.50259200448533,1.0,0.9999999918217946,0,,3499644.4230248765,False,True
6272,,,,,0.9999981731236887,59.42024277499388,1.0,0.9999999849232546,0,,2649575.2378335586,False,True
6312,,,,,0.9985140129761421,48452.42256000726,1.0,0.9999999840344341,1,,5252744.212283241,False,True
6312,,,,,0.9999981727749891,59.422560007263705,1.0,0.9999999840344341,0,,4394361.82958227,False,True
6528,,,,,0.999998191642524,58.820969358352876,1.0,0.9999999853890061,0,,2660832.355192771,False,True
6528,,,,,0.9772093532166273,743119.0626991591,1.0,0.9999999832951855,2,,951547.7541325975,False,True
6528,,,,,0.9999981638854429,59.6891789380327,1.0,0.9999999816219091,0,,5466784.446491095,False,True
6528,,,,,0.9999981726678235,59.50259200448533,1.0,0.9999999918217946,0,,3847032.923422786,False,True
6528,,,,,0.9999981638854429,59.6891789380327,1.0,0.9999999816219091,0,,3999584.920432872,False,True
6552,,,,,0.9999981824956525,59.05890925708273,1.0,0.9999999792241334,0,,3149515.817590784,False,True
6592,,,,,0.9999981815169408,59.15149471058002,1.0,0.9999999854262989,0,,5704291.789723233,False,True
6592,,,,,0.999998181505872,59.15149471058002,1.0,0.9999999854262989,0,,4894302.407022263,False,True
6800,,,,,0.9999981905779598,58.92173914768963,1.0,0.9999999921421191,0,,3160773.5342234126,False,True
