timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes,budget_before_step,budget_exceeded,simulation_success
344,,,,,0.40975645215973633,16209821.497316321,1.0,1.0,37,,15000000.0,True,True
344,,,,,0.8552974530211787,12998035.801347889,1.0,0.9999999801046268,27,,15000000.0,False,True
344,,,,,0.8515348695995665,13338141.703958767,1.0,0.9999999970462644,31,,15000000.0,False,True
344,,,,,0.4156700013175629,15152453.240583524,1.0,0.9999999970462644,30,,15000000.0,True,True
344,,,,,0.8379930113146538,14554745.396219587,1.0,0.9999999970462644,33,,15000000.0,False,True
344,,,,,0.8450814353511619,13573462.56292363,1.0,0.9999999784627615,31,,15000000.0,False,True
344,,,,,0.8543041153367774,13085169.162067631,1.0,0.9999999784627615,29,,15000000.0,False,True
688,,,,,0.4504774084504656,8896822.557129439,1.0,0.9999999987333534,19,,7001964.198652111,True,True
688,,,,,0.862704857202722,12342595.473097067,1.0,0.9999999962858012,27,,15000000.0,False,True
688,,,,,0.4604179109196805,7112128.109574775,1.0,0.9999999986820659,16,,5000000.0,True,True
688,,,,,0.446175648594405,9668094.223301329,1.0,0.9999999979728954,18,,6914830.837932369,True,True
1032,,,,,0.4689216427419888,5583282.336180204,1.0,0.9999999847795655,11,,5000000.0,True,True
1032,,,,,0.8393191157808256,14444933.128098147,1.0,0.9999999962858012,30,,15000000.0,False,True
1032,,,,,0.4535934188912899,8343742.551891371,1.0,1.0,16,,7657404.526902933,True,True
1032,,,,,0.4688977403317458,5588468.441818353,1.0,0.9999999993662835,10,,5000000.0,True,True
1032,,,,,0.8672732194813405,11924204.696687663,1.0,0.9999999970462644,30,,15000000.0,False,True
1032,,,,,0.4584565349431574,7462163.495082126,1.0,0.9999999816608706,16,,5000000.0,True,True
1376,,,,,0.9470646422239304,4754965.911689898,1.0,0.9999999934112973,8,,5000000.0,False,True
1376,,,,,0.45805344717650853,7541844.913734328,1.0,1.0,17,,5555066.871901853,True,True
1376,,,,,0.46886775735254815,5597469.3001487395,1.0,0.9999999962986362,9,,5000000.0,True,True
1376,,,,,0.9644923730029988,3190013.129909629,1.0,0.9999999880110932,5,,5000000.0,False,True
1376,,,,,0.8536181121429781,13150982.710202862,1.0,0.9999999970462644,31,,15000000.0,False,True
1376,,,,,0.9168463186046241,7470546.006406182,1.0,0.9999999986820659,16,,8075795.303312337,False,True
1376,,,,,0.4651553013759986,6258910.967032626,1.0,0.9999999944307483,11,,5000000.0,True,True
1720,,,,,0.8339325503120445,14916898.74244104,1.0,0.9999999736221856,33,,15000000.0,False,True
1720,,,,,0.9794109341349537,1849431.321331053,1.0,0.9999999990742935,3,,5245034.088310102,False,True
1720,,,,,0.9447394943973674,4967823.655126019,1.0,0.9999999962986362,8,,5000000.0,False,True
1720,,,,,0.4712308205493846,5172598.612395989,1.0,0.9999999922367828,8,,5000000.0,True,True
1720,,,,,0.9355690397748231,5788492.09951567,1.0,0.9999999879147656,8,,6809986.870090371,False,True
1720,,,,,0.4362776131370149,11449668.024224076,1.0,0.9999999986820659,21,,6849017.289797138,True,True
1720,,,,,0.4373369103648165,6960442.636395989,1.0,0.8404986903972806,12,,5605249.296906155,True,True
1720,,,,,0.9709762330379399,2606668.754672278,1.0,0.9999999982104009,4,,5000000.0,False,True
2064,,,,,0.45489154802811094,8103673.696482084,1.0,0.9999999863164402,16,,5083101.2575589605,True,True
2064,,,,,0.9769242794689514,2072797.2808286608,1.0,0.999999997930583,4,,8395602.76697905,False,True
2064,,,,,0.46904388103692285,5565802.762165064,1.0,0.9999999922367828,9,,5032176.344873981,True,True
2064,,,,,0.9728672832738533,2439183.7941051396,1.0,0.9999999832465337,3,,5000000.0,False,True
2064,,,,,0.968450083315716,2834451.7832199275,1.0,0.9999999979044427,5,,6021494.770574701,False,True
2064,,,,,0.4608980683222518,7025853.222970447,1.0,0.9999999993662835,13,,5000000.0,True,True
2064,,,,,0.9496204824263479,4526107.232047047,1.0,0.9999999880110932,6,,5000000.0,False,True
2064,,,,,0.9512340582115946,4379743.566196887,1.0,0.9999999968228688,6,,7393331.245327722,False,True
2408,,,,,0.9725277711539804,2467674.630119219,1.0,0.9999999903980862,4,,5000000.0,False,True
