timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes,budget_before_step,budget_exceeded,simulation_success
272,,,,,0.05669772785881071,4539634.370687498,0.8203591413319151,0.26019733229335423,17,,1500000.0,True,True
272,,,,,0.05250431166901829,4697487.120639524,0.8544689369561538,0.09107428248617777,19,,1500000.0,True,True
272,,,,,0.05535937598285893,5752646.883015914,0.9207187473883984,0.20577860345774215,23,,1500000.0,True,True
272,,,,,0.053273110238684175,2848509.092429016,0.7027403145133428,0.1299853346989192,13,,1500000.0,True,True
272,,,,,0.04615605052044883,4929457.270013598,0.7134880420939573,0.09115434727552126,22,,1500000.0,True,True
272,,,,,0.05004637049685902,4208819.070013597,0.7554930953272827,0.09115434727552126,18,,1500000.0,True,True
272,,,,,0.04785270064704819,3154426.992429016,0.6197887799689039,0.09118094136857681,15,,1500000.0,True,True
272,,,,,0.05347468494522495,5192848.892429016,0.9166287498199495,0.09118094136857681,20,,1500000.0,True,True
544,,,,,0.06787889090524807,3160175.225813186,0.9898445973826565,0.2659005256571246,13,,500000.0,True,True
544,,,,,0.0776042528138826,3198590.8258131854,0.982688604100094,0.6035477837180919,12,,500000.0,True,True
544,,,,,0.08946267822343912,3435833.5182540244,1.0,0.999999992712246,12,,500000.0,True,True
544,,,,,0.07142488998652899,4164246.5128215393,0.9930998876717342,0.4824059343134863,15,,500000.0,True,True
544,,,,,0.0887036537116836,3683323.2462432985,1.0,0.999999990931731,13,,500000.0,True,True
544,,,,,0.07958783156363657,3277874.246243298,0.9986490610618923,0.6564915930340164,14,,500000.0,True,True
544,,,,,0.06109519985124309,3374083.5128215393,0.8848663284661481,0.2016162588475409,13,,500000.0,True,True
544,,,,,0.0709001066818413,2522306.0128215393,0.9947551999445894,0.2948510763244265,11,,500000.0,True,True
816,,,,,0.09583753803674695,1357225.6983666879,1.0,0.9999999837596102,6,,500000.0,True,True
816,,,,,0.09312780014880989,2240771.6983666876,1.0,0.9999999837596102,6,,500000.0,True,True
816,,,,,0.09251271746197327,2441327.8235240728,1.0,1.0,6,,500000.0,True,True
816,,,,,0.07089196453262513,2911621.8641683646,0.9913216163468874,0.33895740510456657,8,,500000.0,True,True
816,,,,,0.09360438600848148,2085374.4850149876,1.0,0.9999999825091612,6,,500000.0,True,True
816,,,,,0.06186335693478773,2652888.0,0.9999867935323568,0.0,8,,500000.0,True,True
816,,,,,0.06819828966375081,2262032.3894127593,0.9814763974057923,0.19588789957247416,9,,500000.0,True,True
816,,,,,0.0933581571508853,2133207.3735170825,1.0,0.9966822753093264,7,,500000.0,True,True
1088,,,,,0.09515170276133311,1580851.4279520668,1.0,0.9999999892564292,6,,500000.0,True,True
1088,,,,,0.09239337616316448,2480240.427952067,1.0,0.9999999892564292,8,,500000.0,True,True
1088,,,,,0.09498179727695036,1229680.4279520668,1.0,0.9584363734771131,4,,500000.0,True,True
1088,,,,,0.09562746797765809,1425722.0126696005,1.0,0.9999999908801325,6,,500000.0,True,True
1088,,,,,0.09746685197366763,825966.3742087015,1.0,0.999999990491365,3,,500000.0,True,True
1088,,,,,0.09782435202745371,709398.8990004191,1.0,1.0,3,,500000.0,True,True
1360,,,,,0.09733453894797156,869108.8025725284,1.0,0.9999999919293222,4,,500000.0,True,True
1360,,,,,0.0954743917588655,1475634.5570799287,1.0,1.0,5,,500000.0,True,True
1360,,,,,0.9950509687503959,161369.59994188763,1.0,0.9999999866042624,1,,500000.0,False,True
1360,,,,,0.0958979782253183,1337518.5570799287,1.0,0.9999999909929855,4,,500000.0,True,True
1360,,,,,0.9851565723277391,483989.4728593265,1.0,0.9999999849206223,1,,500000.0,False,True
1360,,,,,0.05297497848501495,4529342.483015914,0.8533070389582637,0.09112298628563435,20,,1500000.0,True,True
1360,,,,,0.0421587395747111,3952284.383015914,0.538656731274356,0.09112298628563435,16,,1500000.0,True,True
1360,,,,,0.0936463327328767,2071697.4570799288,1.0,0.9999999909929855,7,,500000.0,True,True
