timesteps,total_reward,kl_divergence,clip_fraction,entropy_loss,step_reward,cost_of_intervention,pressure_deficit,demand_satisfaction,pipe_changes,downgraded_pipes,budget_before_step,cumulative_budget,debt_penalty_applied,base_reward,simulation_success
34,,,,,-3.9507247922767488,5890688.503943605,0.6972993976832682,0.0,24,,1500000.0,-4390688.503943605,4.390688503943605,0.43996371166685616,True
68,,,,,-18.54636485323772,5213275.0613429705,0.9514379629659989,0.0,19,,-3890688.5039436053,-9103963.565286577,9.103963565286577,0.5575987120488585,True
102,,,,,-3.442262817978178,5471416.727345272,0.8955492670283257,0.0,24,,1500000.0,-3971416.727345272,3.9714167273452716,0.5291539093670938,True
136,,,,,-18.335199876153567,5432226.953712313,0.9914628771275504,0.0,13,,-3471416.727345272,-8903643.681057585,8.903643681057584,0.5684438049040198,True
170,,,,,-4.4858038519824035,6399030.966943629,0.660436244137152,0.0,24,,1500000.0,-4899030.966943629,4.899030966943629,0.41322711496122566,True
204,,,,,-18.228449845734453,4413821.236455707,0.9713010727456358,0.0,19,,-4399030.966943629,-8812852.203399336,8.812852203399336,0.5844023576648859,True
238,,,,,-15.387904441658055,7311295.128462182,0.7396439018475838,0.0,27,,1500000.0,-5811295.128462182,5.811295128462182,0.42339068680412595,True
272,,,,,-15.9150255680195,7957868.111842402,0.965877704075903,0.14736805153533306,29,,1500000.0,-6457868.111842402,6.457868111842402,0.5428425438229021,True
306,,,,,-4.52270312985844,6395843.471605282,0.5600313368751202,0.0,24,,1500000.0,-4895843.471605282,4.895843471605282,0.3731403417468415,True
340,,,,,-16.858626046386128,3309709.511053823,1.0,0.7500000193821483,16,,-4395843.471605282,-7705552.982659105,7.705552982659105,0.8469269362729769,True
374,,,,,-15.109507775135038,7140506.451949994,0.9177134716050238,0.10783799454961986,26,,1500000.0,-5640506.451949994,5.640506451949994,0.530998676814956,True
408,,,,,-14.942472525735024,6993889.842679821,0.8809134033528444,0.2134384147467308,28,,1500000.0,-5493889.842679821,5.49388984267982,0.5514173169447968,True
442,,,,,-4.478774312300777,6390581.418378634,0.6563878534845569,0.0,26,,1500000.0,-4890581.418378634,4.890581418378634,0.411807106077857,True
476,,,,,-17.720497760640427,4156859.779055476,1.0,0.7499999968705086,13,,-4390581.418378634,-8547441.19743411,8.547441197434111,0.826943436793684,True
510,,,,,-3.227250530703353,5113042.06694363,0.5160089947734842,0.0,22,,1500000.0,-3613042.0669436296,3.6130420669436294,0.38579153624027657,True
544,,,,,-16.681559870115283,4176253.5508881765,0.9124601599038414,0.1375524908268359,15,,-3113042.0669436296,-7289295.617831806,7.289295617831805,0.607735747716523,True
578,,,,,-14.538716822661048,6534486.370434405,0.7826620222213334,0.12282466444194376,25,,1500000.0,-5034486.370434405,5.034486370434405,0.4957695477733583,True
612,,,,,-15.055488292728059,6974384.975213492,0.7085403725781356,0.0,23,,1500000.0,-5474384.975213492,5.474384975213492,0.4188966824854331,True
646,,,,,-3.711447225764287,5675063.871744934,0.6515555680592267,0.1228801984870738,24,,1500000.0,-4175063.8717449335,4.175063871744934,0.4636166459806468,True
680,,,,,-16.610734157694818,3657428.311292832,0.9906110342726591,0.3726301613535954,11,,-3675063.8717449335,-7332492.183037765,7.332492183037765,0.7217580253429474,True
714,,,,,-4.468631816750941,6384936.850234775,0.6202801330006846,0.06269300653709672,27,,1500000.0,-4884936.850234775,4.884936850234775,0.41630503348383424,True
748,,,,,-17.020178842685237,3283925.2787654465,0.9765719749274486,0.11839780720414739,11,,-4384936.850234775,-7668862.129000221,7.668862129000221,0.6486832863149845,True
782,,,,,-3.4791386073912633,5459228.983722363,0.7721716981813941,0.0,24,,1500000.0,-3959228.9837223627,3.9592289837223626,0.48009037633109936,True
816,,,,,-16.40372518393711,3535155.671632684,0.9351265374989822,0.0,13,,-3459228.9837223627,-6994384.6553550465,6.994384655355046,0.5906594714179372,True
850,,,,,-4.33358525337154,6289523.963411451,0.7607573037575164,0.0,27,,1500000.0,-4789523.963411451,4.789523963411451,0.45593871003991104,True
884,,,,,-16.75137886104568,3184138.8784168465,0.9921899059014578,0.33506329906223503,11,,-4289523.963411451,-7473662.841828298,7.473662841828298,0.7222839807826178,True
918,,,,,-14.686185045401551,6740976.868477534,0.8744346949067208,0.2134384147467308,27,,1500000.0,-5240976.868477534,5.240976868477533,0.554791823075982,True
952,,,,,-15.117804194362073,7177977.261951219,0.9182986332784843,0.20725213230304138,27,,1500000.0,-5677977.261951219,5.677977261951219,0.5601730675891478,True
986,,,,,-4.123630360773166,6088715.454201101,0.6617131696712657,0.146757114269764,26,,1500000.0,-4588715.454201101,4.588715454201101,0.4650850934279347,True
1020,,,,,-15.572853878310461,2183784.6278224965,0.9906734615700937,0.18296776607201973,10,,-4088715.4542011013,-6272500.082023598,6.272500082023598,0.6996462037131357,True
1054,,,,,-15.183849419009832,7186091.695665344,0.9293892856480938,0.0,27,,1500000.0,-5686091.695665344,5.686091695665343,0.5022422766555114,True
1088,,,,,-4.030240879890506,5938297.816801543,0.6203401130444075,0.0,21,,1500000.0,-4438297.816801543,4.438297816801543,0.4080569369110373,True
1122,,,,,-18.612701913904143,5241615.6857846705,0.9771414791958895,0.0,16,,-3938297.8168015433,-9179913.502586214,9.179913502586214,0.5672115886820701,True
1156,,,,,-15.072298247241813,7091448.420073843,0.855665706600679,0.14721592523639512,28,,1500000.0,-5591448.420073843,5.591448420073842,0.5191501728320292,True
1190,,,,,-4.155513082222177,6093468.695665344,0.7042376438392572,0.0,26,,1500000.0,-4593468.695665344,4.593468695665344,0.43795561344316686,True
1224,,,,,-17.6522380407692,4380438.742175147,1.0,0.7500000193821483,16,,-4093468.6956653437,-8473907.437840492,8.473907437840491,0.8216693970712918,True
1258,,,,,-2.110031618212991,4080460.310610763,0.6155065535176392,0.06826820227777074,19,,1500000.0,-2580460.310610763,2.580460310610763,0.4704286923977721,True
