timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
996,0.0,0.0,0.0,0.0,0.0,,,,,,False,,,
3200,0.71740246,0.0017121576238423586,-0.17195431268773972,0.01494140625,0.7174024406559522,1.0,56366573.406571284,11.533535113334658,0.7222750952962286,485113.33734037663,True,0.20595466506384935,0.29973432657241855,0.21171344901968428
5404,0.6785038,0.00011841737432405353,-0.10171282802766654,0.0,0.6785038384430769,1.0,61412071.828416914,11.54183255672455,0.7222750952962286,582359.365046338,True,0.16705625398146484,0.29973413544192784,0.21171344901968428
7554,0.9980836,0.0006792595377191901,-0.08293883391888812,0.004541015625,0.9980836183421609,0.0,65475906.9744489,0.0,1.0,4790.954144597766,True,0.39808361834216094,0.3,0.3
9163,0.0,0.0007655252702534199,-0.09603974763595033,0.003369140625,0.0,,,,,,False,,,
11313,0.9980836,0.00025172363,-0.1246426769765094,0.000146484375,0.9980836183421609,0,60396235.64513629,0.0,1.0,4790.954144597766,True,0.39808361834216094,0.3,0.3
13517,0.5999666,0.0010418798,-0.11547425854660105,0.002392578125,0.5999665703554073,1,52778952.22676442,1.426031060218811,1.0,1002351.2327014288,True,0.0,0.29996657035540736,0.3
15721,0.9981856,0.0016180647,-0.12762265629135072,0.01474609375,0.9981855620807736,0,53307139.01914249,1.3692794513702393,1.0,4455.846676751776,True,0.3982176613292993,0.2999679007514743,0.3
17925,0.9981843,0.0017526767,-0.1353691496537067,0.025439453125,0.9981843126698815,0,53869562.72822135,1.4225768518447877,1.0,4455.846651477974,True,0.39821766133940883,0.2999666513304727,0.3
20129,0.76199436,0.0012741203,-0.1270951944970875,0.01015625,0.761994370873991,1,56831539.21691494,11.521191825866701,0.7222750952962286,373634.22261018964,True,0.25054631095592417,0.29973461089838255,0.21171344901968428
22333,0.8010149,0.001147465,-0.1115778727689758,0.01474609375,0.8010149011209691,1,56302455.862919755,0.0,1.0,497462.7471975771,True,0.20101490112096917,0.3,0.3
24483,0.99224,0.0016302953,-0.12212362128193491,0.01513671875,0.9922400241338138,0,59382452.53022401,0.004178851544857032,0.9807899994714031,4142.523916842354,True,0.3983429904332631,0.29999990046798103,0.2938971332325698
26687,0.7464453,0.0076774023,-0.10882685981923715,0.048828125,0.7464452739212057,1,51102864.02870912,0.0,1.0,633886.8151969857,True,0.1464452739212057,0.3,0.3
28891,0.9981391,0.006122525,-0.1620586996199563,0.044970703125,0.9981391048426165,0,56617509.208213106,0.0,1.0,4652.237893458936,True,0.39813910484261644,0.3,0.3
31041,0.99823,0.0059072166,-0.16452818403486164,0.041259765625,0.9982299678757172,0.0,55517245.69335031,0.0,1.0,4425.080310706944,True,0.39822996787571724,0.3,0.3
