timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
5,0,0.0,0.0,0.0,0.0,1.0,-2269956.2616,13366.037109375,5.939890987258719e-08,285878.016,True,0.32380406613333335,0.3201795729498068,0.0
10,0,0.0,0.0,0.0,0.0,1.0,-2079960.096,19779.765625,1.2070188680471306e-07,447324.48,True,0.3184225173333333,0.31327205648024875,0.0
15,0,0.0,0.0,0.0,0.0,1.0,-2235161.8175999997,12399.4208984375,1.1879781974517438e-07,447324.48,True,0.3184225173333333,0.32113083700338996,0.0
22,0,0.0,0.0,0.0,0.0,1.0,-2768564.5607999996,26073.546875,-1.7682170183464633e-07,885011.184,True,0.3038329605333333,0.30804750571648276,0.0
28,0,0.0,0.0,0.0,0.0,1.0,-2116091.0880000005,13536.7431640625,5.939890987258719e-08,670986.72,True,0.3109671093333333,0.3200115772585074,0.0
38,0,0.0,0.0,0.0,0.0,1.0,-2871649.7495999997,101859.3828125,3.049907130864709e-07,1180014.912,True,0.2939995029333333,0.22791387637456256,0.0
44,0,0.0,0.0,0.0,0.0,1.0,-2037294.1919999998,45610.7421875,1.800316868507641e-07,885011.184,True,0.3038329605333333,0.2875669300556183,0.0
53,0,0.0,0.0,0.0,0.0,1.0,-2358634.7736,69920.0078125,2.947028363910772e-07,590007.456,True,0.3136664181333333,0.2655257085959116,0.0
59,0,0.0,0.0,0.0,0.0,1.0,-2691264.5376,17393.517578125,5.939890987258719e-08,885011.184,True,0.3038329605333333,0.316216055303812,0.0
66,0,0.0,0.0,0.0,0.0,1.0,-2206368.8856,10050.810546875,1.0876914413900331e-07,490237.272,True,0.3169920909333333,0.32324822122852004,0.0
75,0,0.0,0.0,0.0,0.0,1.0,-2074022.8968,50797.640625,3.049907130864709e-07,285878.016,True,0.32380406613333335,0.28076026837031043,0.0
84,0,0.0,0.0,0.0,0.0,1.0,-2143907.7456,74147.53125,4.125839709475081e-07,590007.456,True,0.3136664181333333,0.26142590741316474,0.0
93,0,0.0,0.0,0.0,0.0,1.0,-2166261.7775999997,60210.65234375,1.800316868507641e-07,372105.936,True,0.32092980213333333,0.27291719118754065,0.0
99,0,0.0,0.0,0.0,0.0,1.0,-2086718.1216,23019.66015625,5.939890987258719e-08,670986.72,True,0.3109671093333333,0.31067926685015357,0.0
104,0,0.0,0.0,0.0,0.0,1.0,-2138337.5256000003,18450.875,1.2070188680471306e-07,372105.936,True,0.32092980213333333,0.3146198603014151,0.0
109,0,0.0,0.0,0.0,0.0,1.0,-2137924.5216,12306.4091796875,6.563655249767442e-08,372105.936,True,0.32092980213333333,0.3209849248329798,0.0
119,0,0.0,0.0,0.0,0.0,1.0,-2840900.0016,16480.046875,1.2070188680471306e-07,1180014.912,True,0.2939995029333333,0.3166187380750974,0.0
124,0,0.0,0.0,0.0,0.0,1.0,-2169772.4639999997,19847.201171875,-1.7682170183464633e-07,326824.848,True,0.3224391717333333,0.3140857443213463,0.0
127,0,0.0,0.0,0.0,0.0,1.0,-2046419.904,25859.185546875,1.2070188680471306e-07,894648.96,True,0.30351170133333333,0.3071061124404271,0.0
137,0,0.0,0.0,0.0,0.0,1.0,-2264696.9376,24345.38671875,1.2070188680471306e-07,894648.96,True,0.30351170133333333,0.3086414560675621,0.0
145,0,0.0,0.0,0.0,0.0,1.0,-2140030.6896,11746.7890625,1.3296067218331672e-07,447324.48,True,0.3184225173333333,0.32141936073700583,0.0
151,0,0.0,0.0,0.0,0.0,1.0,-2346840.5376,18914.08984375,3.5421243760754835e-07,490237.272,True,0.3169920909333333,0.31493474170565605,0.0
156,0,0.0,0.0,0.0,0.0,1.0,-2114662.1856,12909.9677734375,1.1879781974517438e-07,326824.848,True,0.3224391717333333,0.3206283984084924,0.0
164,0,0.0,0.0,0.0,0.0,1.0,-2339213.832,21335.21875,2.361416250716989e-07,590007.456,True,0.3136664181333333,0.31257959951957065,0.0
170,0,0.0,0.0,0.0,0.0,1.0,-2373275.8416,22093.767578125,1.2002112456717608e-07,885011.184,True,0.3038329605333333,0.31116416305303574,0.0
177,0,0.0,0.0,0.0,0.0,1.0,-2733475.68,52053.87109375,5.8940567278215445e-08,885011.184,True,0.3038329605333333,0.28285208344459534,0.0
189,0,0.0,0.0,0.0,0.0,1.0,-2276492.088,107668.0,4.722832501433978e-07,571756.032,True,0.3142747989333333,0.2285997966925303,0.0
194,0,0.0,0.0,0.0,0.0,1.0,-2295719.1768,10652.3427734375,-1.4849727468146798e-08,447324.48,True,0.3184225173333333,0.32285016899307567,0.0
204,0,0.0,0.0,0.0,0.0,1.0,-2298398.3688,61828.6953125,1.7682170183464633e-07,571756.032,True,0.3142747989333333,0.27337257067362464,0.0
212,0,0.0,0.0,0.0,0.0,1.0,-2112761.7576,31645.1953125,3.5421243760754835e-07,447324.48,True,0.3184225173333333,0.3025506188472112,0.0
219,0,0.0,0.0,0.0,0.0,1.0,-2165339.7576,18606.744140625,-1.7682170183464633e-07,558158.904,True,0.3147280365333333,0.31528872499863303,0.0
227,0,0.0,0.0,0.0,0.0,1.0,-2164709.736,27326.73046875,-1.7682170183464633e-07,447324.48,True,0.3184225173333333,0.30683218191067374,0.0
235,0,0.0,0.0,0.0,0.0,1.0,-2325050.3855999997,32296.26953125,1.8299442785188255e-07,590007.456,True,0.3136664181333333,0.29990828037261963,0.0
241,0,0.0,0.0,0.0,0.0,1.0,-2067518.7696,21048.26171875,1.2002112456717608e-07,428817.024,True,0.31903943253333333,0.3122132370869318,0.0
254,0,0.0,0.0,0.0,0.0,1.0,-2171373.2736,317503.78125,8.909836480888079e-07,326824.848,True,0.3224391717333333,0.020872076352437336,0.0
264,0,0.0,0.0,0.0,0.0,1.0,-2500615.1856,51635.63671875,1.7819672961776158e-07,653649.696,True,0.3115450101333333,0.28251776099205017,0.0
270,0,0.0,0.0,0.0,0.0,1.0,-2100854.136,18461.84765625,-1.7682170183464633e-07,490237.272,True,0.3169920909333333,0.3154292441904545,0.0
278,0,0.0,0.0,0.0,0.0,1.0,-2034322.3920000002,63247.94921875,2.96994549362936e-07,285878.016,True,0.32380406613333335,0.2710898717244466,0.0
