timesteps,total_reward,kl_divergence,entropy_loss,clip_fraction,step_reward,pipe_changes,cumulative_budget,pressure_deficit,demand_satisfaction,cost_of_intervention,simulation_success,weighted_cost,weighted_pd,weighted_demand
63,0,0.0,0.0,0.0,0.0,1,-10359447.018310633,0.0,1.0,451989.37072193716,True,0.38192042517112257,0.3,0.3
137,0,0.0,0.0,0.0,0.0,1,-10261394.99466194,0.0,1.0,290438.9349758619,True,0.38838244260096555,0.3,0.3
220,0,0.0,0.0,0.0,0.0,1,-10223739.552783187,0.0,1.0,331460.408435199,True,0.38674158366259204,0.3,0.3
315,0,0.0,0.0,0.0,0.0,1,-10225492.785109203,0.0,1.0,376962.93869798956,True,0.3849214824520804,0.3,0.3
382,0,0.0,0.0,0.0,0.0,1,-10397503.299290203,0.0,1.0,452010.35875390447,True,0.38191958564984385,0.3,0.3
445,0,0.0,0.0,0.0,0.0,1,-10216038.259786477,0.0,1.0,376704.58289104595,True,0.38493181668435816,0.3,0.3
506,0,0.0,0.0,0.0,0.0,1,-10072773.850735836,0.0,1.0,376676.64374388015,True,0.3849329342502448,0.3,0.3
601,0,0.0,0.0,0.0,0.0,1,-10278778.95313632,0.0,1.0,594734.7738024277,True,0.37621060904790293,0.3,0.3
656,0,0.0,0.0,0.0,0.0,1,-10635172.66411689,0.0,1.0,658253.0980274815,True,0.3736698760789008,0.3,0.3
722,0,0.0,0.0,0.0,0.0,1,-10299591.618439257,0.0,1.0,331382.0090956738,True,0.3867447196361731,0.3,0.3
797,0,0.0,0.0,0.0,0.0,1,-10051136.296828864,0.0,1.0,331452.19384209416,True,0.38674191224631627,0.3,0.3
899,0,0.0,0.0,0.0,0.0,1,-10087796.712677604,0.0,1.0,376952.9835579139,True,0.38492188065768346,0.3,0.3
956,0,0.0,0.0,0.0,0.0,1,-10167335.232926035,0.0,1.0,594593.8909270399,True,0.37621624436291845,0.3,0.3
1037,0,0.0,0.0,0.0,0.0,1,-10000632.388477517,0.0,1.0,290542.9109348191,True,0.3883782835626073,0.3,0.3
1112,0,0.0,0.0,0.0,0.0,1,-10195193.374198202,0.0,1.0,376757.84955045104,True,0.384929686017982,0.3,0.3
1185,0,0.0,0.0,0.0,0.0,1,-10127281.815872915,0.0,1.0,331496.1555506144,True,0.38674015377797544,0.3,0.3
1290,0,0.0,0.0,0.0,0.0,1,-10099826.382310228,0.0,1.0,331668.14452053676,True,0.3867332742191785,0.3,0.3
1344,0,0.0,0.0,0.0,0.0,1,-10324018.58244392,0.0,1.0,376696.4745112318,True,0.38493214101955076,0.3,0.3
1408,0,0.0,0.0,0.0,0.0,1,-10230386.81519079,0.0,1.0,331476.1309671116,True,0.38674095476131554,0.3,0.3
1482,0,0.0,0.0,0.0,0.0,1,-10039562.853231106,0.0,1.0,331289.53590831946,True,0.38674841856366726,0.3,0.3
1543,0,0.0,0.0,0.0,0.0,1,-10391017.14097203,0.0,1.0,451868.31916335016,True,0.38192526723346604,0.3,0.3
1609,0,0.0,0.0,0.0,0.0,1,-10259221.678894369,0.0,1.0,376766.97828009375,True,0.3849293208687963,0.3,0.3
1694,0,0.0,0.0,0.0,0.0,1,-10251899.31592788,0.0,1.0,331422.69644118636,True,0.3867430921423526,0.3,0.3
1769,0,0.0,0.0,0.0,0.0,1,-10340528.175323283,0.0,1.0,594639.9123870579,True,0.3762144035045177,0.3,0.3
1838,0,0.0,0.0,0.0,0.0,1,-10119947.933805732,0.0,1.0,331463.74551139417,True,0.38674145017954425,0.3,0.3
1898,0,0.0,0.0,0.0,0.0,1,-10413230.739166256,0.0,1.0,594668.7454827124,True,0.3762132501806915,0.3,0.3
1999,0,0.0,0.0,0.0,0.0,1,-10234020.157161405,0.0,1.0,376959.91574543284,True,0.3849216033701827,0.3,0.3
2071,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10465258.300444674,0.0,1.0,594617.3785647835,True,0.37621530485740867,0.3,0.3
2140,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10297566.150968183,0.0,1.0,451960.4038330197,True,0.38192158384667924,0.3,0.3
2238,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10053223.65447187,0.0,1.0,1184834.9314254962,True,0.35260660274298017,0.3,0.3
2314,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10189959.505723668,0.0,1.0,451875.65035342285,True,0.3819249739858631,0.3,0.3
2400,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10137049.087020062,2200.196813964843,0.05094377220092979,675565.9095239559,True,0.37297736361904177,0.2501056450329679,0.0
2461,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10418644.18003677,0.0,1.0,451872.1645191437,True,0.3819251134192343,0.3,0.3
2529,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10081693.506528478,0.0,1.0,376676.61848797277,True,0.3849329352604811,0.3,0.3
2595,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10102090.36770724,0.0,1.0,451764.8158745495,True,0.38192940736501807,0.3,0.3
2677,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10575895.154064378,0.0,1.0,594480.1640997034,True,0.3762207934360119,0.3,0.3
2723,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10007072.284790047,0.0,1.0,1184579.181424646,True,0.3526168327430142,0.3,0.3
2799,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10452922.811141465,0.0,1.0,594644.5312852201,True,0.37621421874859123,0.3,0.3
2863,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10106237.956855698,0.0,1.0,594513.2510380003,True,0.37621946995848,0.3,0.3
2949,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10724310.576559542,0.0,1.0,889535.9110690944,True,0.36441856355723623,0.3,0.3
3012,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10404926.714680588,0.0,1.0,594201.2165380173,True,0.3762319513384793,0.3,0.3
3081,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10262521.268496362,0.0,1.0,594607.8826395656,True,0.37621568469441735,0.3,0.3
3167,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10568129.979554577,0.0,1.0,675479.5968666745,True,0.372980816125333,0.3,0.3
3265,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10548457.05244544,0.0,1.0,576600.5299891436,True,0.3769359788004343,0.3,0.3
3346,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,0,-10003212.862193504,1230.9344085693358,0.05101058646751015,4660.907764167927,True,0.3998135636894333,0.27117338597639384,0.0
3414,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10291934.49647859,0.0,1.0,451926.6415296826,True,0.3819229343388127,0.3,0.3
3487,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10317855.202950079,0.0,1.0,451963.33514111623,True,0.38192146659435533,0.3,0.3
3540,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10158895.062454438,0.0,1.0,1184508.2453006892,True,0.35261967018797247,0.3,0.3
3612,0,0.007658676244318485,-1.9399690352380277,0.04462890625,0.0,1,-10518261.29519783,0.0,1.0,594679.4808468187,True,0.3762128207661273,0.3,0.3
